ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 56496,5,3,,83.33,212,16,3,false
Producto Prueba 56497,6,,,324.11,13,26,4,false
Producto Prueba 56498,6,9,,330.88,214,6,26,false
Producto Prueba 56499,4,1,24 - 200 g pkgs,219.3,29,30,15,false
Producto Prueba 56500,5,2,,66.8,77,30,13,false
Producto Prueba 56501,8,4,24 - 200 g pkgs,157.33,242,6,3,false
Producto Prueba 56502,6,7,caja x 20,423.29,40,26,5,false
Producto Prueba 56503,1,2,,47.11,134,42,25,false
Producto Prueba 56504,1,6,paquete x 5,18.51,117,27,22,false
Producto Prueba 56505,7,1,,50.82,101,35,17,false
Producto Prueba 56506,6,2,10 unidades,198.01,144,8,18,false
Producto Prueba 56507,3,4,,98.2,11,4,20,false
Producto Prueba 56508,2,5,12 - 500 g pkgs,422.88,9,50,0,false
Producto Prueba 56509,6,6,10 unidades,189.65,299,27,18,false
Producto Prueba 56510,8,6,paquete x 5,297.01,288,30,13,false
Producto Prueba 56511,8,6,caja x 20,396.82,227,7,30,false
Producto Prueba 56512,5,7,10 unidades,60.28,218,27,10,false
Producto Prueba 56513,2,8,caja x 20,229.32,203,11,14,false
Producto Prueba 56514,3,5,paquete x 5,61.32,75,10,19,true
Producto Prueba 56515,2,10,paquete x 5,284.51,17,25,25,false
Producto Prueba 56516,1,5,12 - 500 g pkgs,331.7,168,42,5,false
Producto Prueba 56517,3,1,10 unidades,180.28,187,15,0,false
Producto Prueba 56518,4,2,caja x 20,228.1,298,43,25,false
Producto Prueba 56519,3,5,10 unidades,447.11,140,19,23,false
Producto Prueba 56520,7,2,12 - 500 g pkgs,279.68,160,3,6,false
Producto Prueba 56521,7,8,12 - 500 g pkgs,396.5,68,28,11,false
Producto Prueba 56522,5,5,24 - 200 g pkgs,284.62,24,43,13,false
Producto Prueba 56523,2,10,12 - 500 g pkgs,377.86,273,1,6,false
Producto Prueba 56524,1,,caja x 20,341.46,295,24,30,false
Producto Prueba 56525,7,6,,196.4,193,3,16,false
Producto Prueba 56526,7,9,10 unidades,159.62,278,17,12,false
Producto Prueba 56527,4,1,24 - 200 g pkgs,469.41,296,34,6,false
Producto Prueba 56528,3,1,,487.56,99,19,7,false
Producto Prueba 56529,7,3,10 unidades,213.56,135,31,16,false
Producto Prueba 56530,4,9,12 - 500 g pkgs,223.12,114,11,11,false
Producto Prueba 56531,4,6,12 - 500 g pkgs,20.3,120,0,8,false
Producto Prueba 56532,5,4,12 - 500 g pkgs,39.21,298,41,30,false
Producto Prueba 56533,1,1,24 - 200 g pkgs,370.85,289,12,24,false
Producto Prueba 56534,7,6,12 - 500 g pkgs,9.68,66,7,29,true
Producto Prueba 56535,1,3,10 unidades,200.15,95,18,20,false
Producto Prueba 56536,4,1,caja x 20,314.62,219,18,8,false
Producto Prueba 56537,3,6,caja x 20,194.45,252,28,11,false
Producto Prueba 56538,1,10,12 - 500 g pkgs,132.35,199,10,11,true
Producto Prueba 56539,8,2,paquete x 5,58.55,276,19,9,false
Producto Prueba 56540,2,6,12 - 500 g pkgs,210.55,60,0,20,false
Producto Prueba 56541,6,5,12 - 500 g pkgs,82.85,232,38,25,false
Producto Prueba 56542,8,4,10 unidades,461.48,118,40,14,true
Producto Prueba 56543,1,5,caja x 20,283.44,176,48,17,false
Producto Prueba 56544,5,4,24 - 200 g pkgs,59.91,169,39,29,false
Producto Prueba 56545,6,7,,379.15,261,48,29,false
Producto Prueba 56546,7,2,10 unidades,227.58,291,34,9,false
Producto Prueba 56547,7,10,10 unidades,284.71,212,19,28,false
Producto Prueba 56548,8,6,12 - 500 g pkgs,36.47,293,7,16,false
Producto Prueba 56549,2,8,12 - 500 g pkgs,94.9,99,34,1,false
Producto Prueba 56550,3,1,12 - 500 g pkgs,223.18,247,40,12,false
Producto Prueba 56551,7,3,24 - 200 g pkgs,304.37,287,48,21,false
Producto Prueba 56552,6,,,246.58,12,32,12,false
Producto Prueba 56553,4,4,24 - 200 g pkgs,292.11,8,49,19,false
Producto Prueba 56554,6,7,caja x 20,484.05,99,25,25,false
Producto Prueba 56555,5,9,caja x 20,426.54,22,29,26,false
Producto Prueba 56556,4,2,24 - 200 g pkgs,41.29,30,15,0,false
Producto Prueba 56557,2,7,caja x 20,383.22,153,41,14,true
Producto Prueba 56558,5,10,,296.03,231,37,4,true
Producto Prueba 56559,7,3,12 - 500 g pkgs,341.31,216,4,30,false
Producto Prueba 56560,8,,,376.22,198,19,8,false
Producto Prueba 56561,7,10,caja x 20,151.35,85,7,3,false
Producto Prueba 56562,4,4,,100.41,181,25,22,false
Producto Prueba 56563,5,2,10 unidades,266.84,206,42,22,false
Producto Prueba 56564,7,7,10 unidades,258.71,265,41,24,false
Producto Prueba 56565,7,5,caja x 20,453.09,11,2,15,false
Producto Prueba 56566,8,8,caja x 20,289.27,232,32,30,false
Producto Prueba 56567,6,10,,13.27,219,15,23,false
Producto Prueba 56568,3,6,24 - 200 g pkgs,75.22,177,17,14,false
Producto Prueba 56569,6,4,24 - 200 g pkgs,81.65,202,32,0,false
Producto Prueba 56570,8,6,12 - 500 g pkgs,164.0,9,43,12,false
Producto Prueba 56571,1,9,caja x 20,193.54,265,17,20,false
Producto Prueba 56572,1,3,caja x 20,210.66,249,0,10,false
Producto Prueba 56573,5,5,paquete x 5,31.77,159,23,18,false
Producto Prueba 56574,1,8,10 unidades,235.18,176,6,14,false
Producto Prueba 56575,4,4,,386.4,56,39,4,false
Producto Prueba 56576,2,,24 - 200 g pkgs,233.76,99,11,20,true
Producto Prueba 56577,6,3,caja x 20,467.82,82,21,18,false
Producto Prueba 56578,5,10,paquete x 5,85.88,269,21,5,false
Producto Prueba 56579,3,8,12 - 500 g pkgs,79.99,92,0,8,false
Producto Prueba 56580,3,6,caja x 20,276.1,253,5,17,false
Producto Prueba 56581,3,,,435.15,138,25,16,false
Producto Prueba 56582,3,8,,105.42,274,0,6,false
Producto Prueba 56583,8,8,24 - 200 g pkgs,53.65,74,37,19,false
Producto Prueba 56584,5,9,10 unidades,10.14,256,11,10,false
Producto Prueba 56585,1,8,,217.36,241,41,16,false
Producto Prueba 56586,4,2,12 - 500 g pkgs,354.47,22,6,28,false
Producto Prueba 56587,6,4,10 unidades,224.53,213,13,28,false
Producto Prueba 56588,8,9,caja x 20,354.36,113,6,12,false
Producto Prueba 56589,7,10,caja x 20,72.92,191,11,18,false
Producto Prueba 56590,1,4,,197.79,26,28,25,false
Producto Prueba 56591,7,5,,156.72,222,18,10,false
Producto Prueba 56592,1,9,24 - 200 g pkgs,314.5,104,10,18,false
Producto Prueba 56593,3,1,caja x 20,19.5,11,38,9,false
Producto Prueba 56594,3,9,paquete x 5,36.14,196,37,28,false
Producto Prueba 56595,4,4,caja x 20,38.27,177,35,13,false
Producto Prueba 56596,4,6,,245.56,68,3,1,false
Producto Prueba 56597,3,5,,276.18,39,33,8,false
Producto Prueba 56598,5,3,paquete x 5,278.66,162,8,12,false
Producto Prueba 56599,7,3,,46.35,130,39,14,false
Producto Prueba 56600,6,7,10 unidades,458.26,166,45,0,false
Producto Prueba 56601,3,10,paquete x 5,288.4,36,13,30,false
Producto Prueba 56602,4,7,paquete x 5,257.14,27,15,29,false
Producto Prueba 56603,4,5,,115.66,193,1,0,true
Producto Prueba 56604,4,2,caja x 20,185.3,75,15,21,false
Producto Prueba 56605,7,9,24 - 200 g pkgs,422.65,271,7,9,false
Producto Prueba 56606,1,8,,287.22,110,35,4,false
Producto Prueba 56607,4,9,caja x 20,199.85,19,48,12,false
Producto Prueba 56608,3,3,caja x 20,353.81,80,28,26,false
Producto Prueba 56609,1,7,,33.49,169,20,26,true
Producto Prueba 56610,1,8,,373.4,251,15,2,false
Producto Prueba 56611,7,3,24 - 200 g pkgs,1.9,77,6,4,false
Producto Prueba 56612,6,5,caja x 20,216.61,78,47,23,false
Producto Prueba 56613,3,2,10 unidades,476.61,243,35,24,false
Producto Prueba 56614,8,5,10 unidades,274.09,171,17,26,false
Producto Prueba 56615,3,7,24 - 200 g pkgs,467.13,221,34,16,true
Producto Prueba 56616,2,4,12 - 500 g pkgs,217.12,191,17,10,false
Producto Prueba 56617,1,8,caja x 20,226.02,275,14,14,false
Producto Prueba 56618,3,10,,16.29,2,26,13,false
Producto Prueba 56619,4,6,10 unidades,196.21,174,45,13,false
Producto Prueba 56620,4,8,24 - 200 g pkgs,31.62,160,35,12,false
Producto Prueba 56621,6,9,paquete x 5,292.47,144,46,9,false
Producto Prueba 56622,5,3,24 - 200 g pkgs,355.22,76,46,27,false
Producto Prueba 56623,2,1,12 - 500 g pkgs,42.62,61,14,8,false
Producto Prueba 56624,4,10,paquete x 5,354.71,246,15,9,false
Producto Prueba 56625,4,10,paquete x 5,200.73,44,21,2,false
Producto Prueba 56626,5,10,10 unidades,246.0,42,37,8,false
Producto Prueba 56627,2,2,paquete x 5,191.32,205,32,0,false
Producto Prueba 56628,5,8,24 - 200 g pkgs,170.79,98,33,6,false
Producto Prueba 56629,3,6,24 - 200 g pkgs,387.56,147,7,11,false
Producto Prueba 56630,3,8,24 - 200 g pkgs,200.36,256,12,21,false
Producto Prueba 56631,7,3,12 - 500 g pkgs,279.89,90,35,18,false
Producto Prueba 56632,8,2,10 unidades,315.18,260,40,10,false
Producto Prueba 56633,3,10,12 - 500 g pkgs,105.28,7,43,10,false
Producto Prueba 56634,4,9,10 unidades,225.37,156,2,4,false
Producto Prueba 56635,2,,,64.54,159,17,10,false
Producto Prueba 56636,4,5,caja x 20,300.83,97,16,24,false
Producto Prueba 56637,1,1,caja x 20,47.14,61,41,0,false
Producto Prueba 56638,7,1,10 unidades,58.65,108,6,22,false
Producto Prueba 56639,1,7,,376.71,15,35,26,true
Producto Prueba 56640,4,5,12 - 500 g pkgs,167.56,207,2,19,false
Producto Prueba 56641,7,,10 unidades,497.94,265,12,11,false
Producto Prueba 56642,2,3,24 - 200 g pkgs,319.46,66,40,30,false
Producto Prueba 56643,8,2,24 - 200 g pkgs,182.56,95,26,18,false
Producto Prueba 56644,4,5,caja x 20,355.25,222,50,11,false
Producto Prueba 56645,7,1,paquete x 5,126.99,210,15,5,false
Producto Prueba 56646,2,4,caja x 20,67.05,277,6,17,false
Producto Prueba 56647,2,9,12 - 500 g pkgs,419.38,151,26,12,false
Producto Prueba 56648,7,9,paquete x 5,331.34,10,21,1,true
Producto Prueba 56649,7,6,24 - 200 g pkgs,493.05,227,43,25,false
Producto Prueba 56650,2,7,10 unidades,377.99,225,12,25,false
Producto Prueba 56651,5,1,12 - 500 g pkgs,291.78,38,18,14,false
Producto Prueba 56652,1,8,,61.31,268,19,12,false
Producto Prueba 56653,3,8,paquete x 5,103.11,227,12,18,false
Producto Prueba 56654,7,1,paquete x 5,483.23,91,40,17,false
Producto Prueba 56655,2,1,24 - 200 g pkgs,284.72,151,16,29,false
Producto Prueba 56656,6,6,paquete x 5,225.57,246,1,29,false
Producto Prueba 56657,8,4,24 - 200 g pkgs,64.73,88,45,3,false
Producto Prueba 56658,4,2,10 unidades,17.4,128,17,3,false
Producto Prueba 56659,5,7,,450.46,173,39,20,false
Producto Prueba 56660,3,10,,157.82,186,19,24,false
Producto Prueba 56661,1,8,10 unidades,456.76,294,42,16,false
Producto Prueba 56662,4,4,,301.14,73,48,3,false
Producto Prueba 56663,4,6,24 - 200 g pkgs,228.87,211,43,13,false
Producto Prueba 56664,8,1,12 - 500 g pkgs,55.3,146,28,30,true
Producto Prueba 56665,6,5,paquete x 5,170.51,264,40,10,false
Producto Prueba 56666,3,,,372.04,117,0,15,false
Producto Prueba 56667,2,9,10 unidades,332.7,297,24,28,false
Producto Prueba 56668,7,,24 - 200 g pkgs,354.86,175,19,0,false
Producto Prueba 56669,1,5,24 - 200 g pkgs,308.51,181,29,9,false
Producto Prueba 56670,3,6,24 - 200 g pkgs,102.57,47,24,9,false
Producto Prueba 56671,6,4,24 - 200 g pkgs,207.25,116,13,16,false
Producto Prueba 56672,4,3,10 unidades,6.51,74,48,24,false
Producto Prueba 56673,3,7,caja x 20,235.33,68,16,27,false
Producto Prueba 56674,2,3,paquete x 5,315.42,82,17,8,false
Producto Prueba 56675,3,1,10 unidades,49.81,201,3,2,false
Producto Prueba 56676,3,3,24 - 200 g pkgs,88.95,157,21,5,false
Producto Prueba 56677,1,6,paquete x 5,192.48,262,25,7,false
Producto Prueba 56678,3,7,paquete x 5,426.69,207,47,18,false
Producto Prueba 56679,7,7,,253.88,120,46,10,false
Producto Prueba 56680,8,2,paquete x 5,396.26,300,41,10,false
Producto Prueba 56681,2,1,10 unidades,81.2,182,5,16,false
Producto Prueba 56682,8,5,paquete x 5,363.24,201,5,2,false
Producto Prueba 56683,1,2,24 - 200 g pkgs,124.94,97,32,8,false
Producto Prueba 56684,2,1,10 unidades,200.4,264,1,19,false
Producto Prueba 56685,8,1,10 unidades,232.19,28,18,2,false
Producto Prueba 56686,2,10,24 - 200 g pkgs,47.16,77,22,19,false
Producto Prueba 56687,2,10,paquete x 5,405.23,43,29,26,false
Producto Prueba 56688,6,9,10 unidades,85.79,236,16,27,false
Producto Prueba 56689,4,2,24 - 200 g pkgs,349.61,157,6,10,false
Producto Prueba 56690,1,10,,402.13,261,16,3,false
Producto Prueba 56691,3,8,paquete x 5,281.63,240,3,23,false
Producto Prueba 56692,2,2,paquete x 5,455.29,195,1,18,false
Producto Prueba 56693,3,10,12 - 500 g pkgs,352.95,222,13,20,false
Producto Prueba 56694,7,8,12 - 500 g pkgs,470.82,243,47,25,false
Producto Prueba 56695,2,10,24 - 200 g pkgs,22.63,161,39,22,false
Producto Prueba 56696,1,6,caja x 20,7.77,82,5,1,false
Producto Prueba 56697,8,2,24 - 200 g pkgs,224.36,57,49,20,false
Producto Prueba 56698,2,3,paquete x 5,367.91,57,6,20,false
Producto Prueba 56699,6,10,paquete x 5,351.14,105,39,26,false
Producto Prueba 56700,7,6,caja x 20,321.24,58,14,5,false
Producto Prueba 56701,2,1,caja x 20,489.24,268,43,12,false
Producto Prueba 56702,7,9,caja x 20,135.81,38,50,16,false
Producto Prueba 56703,5,3,24 - 200 g pkgs,13.25,74,48,24,false
Producto Prueba 56704,7,2,24 - 200 g pkgs,81.41,161,31,24,false
Producto Prueba 56705,6,5,24 - 200 g pkgs,294.39,273,6,26,false
Producto Prueba 56706,7,2,caja x 20,344.62,5,35,19,false
Producto Prueba 56707,6,9,paquete x 5,238.11,70,5,29,false
Producto Prueba 56708,4,2,24 - 200 g pkgs,35.45,102,13,8,false
Producto Prueba 56709,3,10,paquete x 5,406.37,271,19,24,false
Producto Prueba 56710,1,3,caja x 20,369.39,19,11,30,false
Producto Prueba 56711,4,2,caja x 20,297.32,171,40,19,false
Producto Prueba 56712,2,7,paquete x 5,161.79,149,15,10,false
Producto Prueba 56713,4,7,caja x 20,109.33,103,11,16,false
Producto Prueba 56714,8,9,,159.38,135,38,9,false
Producto Prueba 56715,6,9,caja x 20,399.66,156,9,7,false
Producto Prueba 56716,2,2,24 - 200 g pkgs,326.46,83,1,19,false
Producto Prueba 56717,5,7,24 - 200 g pkgs,156.33,226,40,15,false
Producto Prueba 56718,7,5,24 - 200 g pkgs,81.19,264,21,16,false
Producto Prueba 56719,6,6,24 - 200 g pkgs,53.88,225,23,23,false
Producto Prueba 56720,8,1,24 - 200 g pkgs,441.86,158,41,23,true
Producto Prueba 56721,1,1,24 - 200 g pkgs,391.19,19,0,22,false
Producto Prueba 56722,2,7,24 - 200 g pkgs,63.55,299,28,0,true
Producto Prueba 56723,7,10,24 - 200 g pkgs,403.53,14,40,13,false
Producto Prueba 56724,6,7,10 unidades,4.35,272,12,18,false
Producto Prueba 56725,5,9,,324.64,25,25,11,false
Producto Prueba 56726,8,7,24 - 200 g pkgs,104.81,26,4,3,false
Producto Prueba 56727,3,5,10 unidades,330.61,246,28,10,false
Producto Prueba 56728,3,7,24 - 200 g pkgs,497.21,300,38,15,false
Producto Prueba 56729,5,3,caja x 20,146.96,300,32,16,false
Producto Prueba 56730,3,7,24 - 200 g pkgs,424.7,171,35,6,false
Producto Prueba 56731,2,10,24 - 200 g pkgs,250.45,280,3,11,false
Producto Prueba 56732,7,8,10 unidades,428.84,55,25,16,false
Producto Prueba 56733,6,6,10 unidades,383.34,218,32,0,false
Producto Prueba 56734,6,4,10 unidades,111.07,29,21,8,false
Producto Prueba 56735,7,2,24 - 200 g pkgs,323.51,218,47,5,false
Producto Prueba 56736,8,10,24 - 200 g pkgs,295.67,34,39,13,false
Producto Prueba 56737,4,,24 - 200 g pkgs,385.35,54,26,30,false
Producto Prueba 56738,5,10,paquete x 5,363.94,134,50,13,false
Producto Prueba 56739,5,6,paquete x 5,439.18,245,26,7,false
Producto Prueba 56740,8,10,paquete x 5,196.41,90,17,8,false
Producto Prueba 56741,6,3,10 unidades,76.87,199,33,30,false
Producto Prueba 56742,1,8,caja x 20,200.8,107,30,11,false
Producto Prueba 56743,7,9,10 unidades,230.55,170,46,21,false
Producto Prueba 56744,5,10,10 unidades,279.95,261,50,8,false
Producto Prueba 56745,2,,12 - 500 g pkgs,36.38,92,45,6,false
Producto Prueba 56746,2,9,12 - 500 g pkgs,474.7,106,31,26,false
Producto Prueba 56747,6,1,,30.16,238,32,18,false
Producto Prueba 56748,5,10,24 - 200 g pkgs,278.54,55,22,11,false
Producto Prueba 56749,1,4,paquete x 5,390.46,4,50,30,false
Producto Prueba 56750,8,9,12 - 500 g pkgs,347.0,62,32,20,false
Producto Prueba 56751,7,6,caja x 20,438.53,207,44,3,false
Producto Prueba 56752,1,8,paquete x 5,373.11,156,49,10,false
Producto Prueba 56753,1,8,12 - 500 g pkgs,379.29,97,37,27,false
Producto Prueba 56754,4,4,24 - 200 g pkgs,236.25,198,35,5,false
Producto Prueba 56755,8,8,12 - 500 g pkgs,287.8,231,29,19,false
Producto Prueba 56756,6,6,,250.97,40,28,16,false
Producto Prueba 56757,7,7,caja x 20,282.65,270,3,27,false
Producto Prueba 56758,5,3,24 - 200 g pkgs,144.77,125,12,11,false
Producto Prueba 56759,7,6,10 unidades,443.19,211,21,16,false
Producto Prueba 56760,5,3,,285.43,300,44,6,false
Producto Prueba 56761,2,7,caja x 20,56.79,33,44,16,false
Producto Prueba 56762,3,1,12 - 500 g pkgs,385.51,122,12,11,false
Producto Prueba 56763,8,7,10 unidades,228.5,179,33,0,false
Producto Prueba 56764,6,1,paquete x 5,91.98,243,49,5,false
Producto Prueba 56765,7,3,caja x 20,370.22,8,39,19,false
Producto Prueba 56766,2,4,10 unidades,465.08,214,23,14,false
Producto Prueba 56767,7,1,paquete x 5,162.15,110,32,12,false
Producto Prueba 56768,2,10,caja x 20,389.37,95,20,7,false
Producto Prueba 56769,6,9,,379.49,1,40,12,false
Producto Prueba 56770,6,4,10 unidades,117.35,194,40,3,false
Producto Prueba 56771,1,1,,433.09,104,30,27,false
Producto Prueba 56772,7,10,12 - 500 g pkgs,62.36,158,39,9,false
Producto Prueba 56773,1,2,12 - 500 g pkgs,424.9,201,2,13,false
Producto Prueba 56774,4,8,,159.11,37,46,27,false
Producto Prueba 56775,4,1,10 unidades,283.92,83,1,9,false
Producto Prueba 56776,3,8,caja x 20,375.13,12,36,15,false
Producto Prueba 56777,2,2,10 unidades,35.09,24,23,15,false
Producto Prueba 56778,8,2,24 - 200 g pkgs,91.08,141,16,20,false
Producto Prueba 56779,2,6,caja x 20,275.6,269,38,29,false
Producto Prueba 56780,7,5,caja x 20,497.22,253,43,6,false
Producto Prueba 56781,4,1,paquete x 5,97.63,186,11,10,false
Producto Prueba 56782,7,8,,249.52,110,37,27,false
Producto Prueba 56783,8,2,10 unidades,78.84,93,9,23,false
Producto Prueba 56784,3,9,paquete x 5,497.94,26,10,11,false
Producto Prueba 56785,5,9,24 - 200 g pkgs,57.58,243,30,4,false
Producto Prueba 56786,6,10,24 - 200 g pkgs,363.0,42,35,13,false
Producto Prueba 56787,3,6,,490.01,44,29,0,false
Producto Prueba 56788,5,7,12 - 500 g pkgs,216.01,127,23,23,false
Producto Prueba 56789,3,5,24 - 200 g pkgs,92.17,66,36,15,false
Producto Prueba 56790,7,10,10 unidades,414.0,118,2,26,false
Producto Prueba 56791,4,10,24 - 200 g pkgs,453.52,17,50,30,false
Producto Prueba 56792,5,9,10 unidades,47.38,30,19,2,false
Producto Prueba 56793,8,4,paquete x 5,170.96,267,40,21,false
Producto Prueba 56794,2,10,10 unidades,241.98,242,36,26,false
Producto Prueba 56795,6,8,10 unidades,401.53,62,35,3,false
Producto Prueba 56796,6,4,,392.92,280,19,27,false
Producto Prueba 56797,6,7,12 - 500 g pkgs,363.4,77,45,4,false
Producto Prueba 56798,2,8,12 - 500 g pkgs,168.12,186,38,10,false
Producto Prueba 56799,7,7,10 unidades,154.35,108,48,17,false
Producto Prueba 56800,5,9,12 - 500 g pkgs,48.86,7,34,6,false
Producto Prueba 56801,8,4,24 - 200 g pkgs,107.22,206,1,0,false
Producto Prueba 56802,8,1,12 - 500 g pkgs,80.89,54,33,11,false
Producto Prueba 56803,5,9,caja x 20,102.87,247,29,27,false
Producto Prueba 56804,7,10,12 - 500 g pkgs,417.7,59,26,15,false
Producto Prueba 56805,6,7,,37.11,128,35,1,false
Producto Prueba 56806,5,5,12 - 500 g pkgs,50.0,72,35,14,false
Producto Prueba 56807,3,1,24 - 200 g pkgs,421.9,177,48,10,false
Producto Prueba 56808,5,1,24 - 200 g pkgs,47.17,84,14,6,false
Producto Prueba 56809,7,3,24 - 200 g pkgs,101.5,208,12,19,false
Producto Prueba 56810,3,7,,238.33,274,7,28,false
Producto Prueba 56811,1,10,,367.7,208,20,5,false
Producto Prueba 56812,1,,,473.36,45,8,0,false
Producto Prueba 56813,4,4,12 - 500 g pkgs,42.29,154,42,16,false
Producto Prueba 56814,3,8,,232.06,153,8,27,false
Producto Prueba 56815,6,4,24 - 200 g pkgs,8.13,204,19,4,false
Producto Prueba 56816,5,2,paquete x 5,273.72,251,35,20,false
Producto Prueba 56817,1,5,,287.1,300,5,5,false
Producto Prueba 56818,8,7,paquete x 5,282.6,157,24,21,false
Producto Prueba 56819,7,1,caja x 20,323.62,84,34,3,false
Producto Prueba 56820,1,9,12 - 500 g pkgs,326.31,185,21,24,false
Producto Prueba 56821,8,1,10 unidades,75.39,296,24,23,false
Producto Prueba 56822,7,2,caja x 20,24.33,146,31,14,false
Producto Prueba 56823,3,1,12 - 500 g pkgs,197.99,262,9,25,false
Producto Prueba 56824,7,10,paquete x 5,489.14,88,30,10,false
Producto Prueba 56825,5,4,,97.3,257,34,20,true
Producto Prueba 56826,1,6,24 - 200 g pkgs,120.31,295,20,10,false
Producto Prueba 56827,6,9,caja x 20,192.72,155,34,4,false
Producto Prueba 56828,8,7,24 - 200 g pkgs,324.98,200,33,1,false
Producto Prueba 56829,7,5,,378.16,253,31,29,false
Producto Prueba 56830,4,10,10 unidades,420.46,77,41,10,false
Producto Prueba 56831,2,10,12 - 500 g pkgs,109.83,273,34,19,false
Producto Prueba 56832,1,2,caja x 20,292.41,62,33,6,false
Producto Prueba 56833,7,8,24 - 200 g pkgs,179.22,128,0,6,false
Producto Prueba 56834,8,4,10 unidades,353.02,185,31,29,false
Producto Prueba 56835,7,10,,318.31,298,1,0,false
Producto Prueba 56836,4,10,paquete x 5,146.92,276,9,27,false
Producto Prueba 56837,3,8,10 unidades,311.79,294,11,0,false
Producto Prueba 56838,6,1,10 unidades,349.16,261,20,24,false
Producto Prueba 56839,5,2,paquete x 5,312.88,163,20,28,false
Producto Prueba 56840,1,7,24 - 200 g pkgs,381.12,156,8,1,false
Producto Prueba 56841,8,7,paquete x 5,6.85,83,40,8,false
Producto Prueba 56842,4,4,10 unidades,265.7,92,9,18,false
Producto Prueba 56843,1,4,10 unidades,446.95,284,32,10,false
Producto Prueba 56844,6,,caja x 20,7.69,130,11,5,false
Producto Prueba 56845,4,5,10 unidades,123.15,213,4,10,false
Producto Prueba 56846,4,10,24 - 200 g pkgs,427.73,35,34,9,false
Producto Prueba 56847,2,3,caja x 20,303.86,147,23,19,false
Producto Prueba 56848,7,10,caja x 20,471.86,68,6,9,true
Producto Prueba 56849,2,3,24 - 200 g pkgs,211.81,68,11,13,false
Producto Prueba 56850,5,6,caja x 20,111.85,18,18,14,false
Producto Prueba 56851,4,2,caja x 20,174.45,60,1,10,false
